Title,Location,Price,Area,Number of rooms
Apartment Bankastraat,9715 CD Groningen (Indische buurt),"€1,495",110 m²,4
House Dominee Hagenpark,5271 ET Sint-Michielsgestel (Verspreide huizen Genenberg),"€2,500",188 m²,6
Studio Aalsterweg,5615 CD Eindhoven (Bloemenplein),€710,31 m²,1
House Balsemkruid 170,3068 DG Rotterdam (Ommoord),"€2,395",149 m²,6
House Siem Leenestraat,2552 CH Den Haag (Kom Loosduinen),"€2,250",170 m²,6
Room Middenweg,1702 HE Heerhugowaard (Schrijverswijk),€505,13 m²,1
Apartment Boschstraat,6211 AX Maastricht (Statenkwartier),"€1,050",54 m²,3
House Fabritiuslaan,2241 JV Wassenaar (Groot Deijleroord en Ter Weer),"€3,000",160 m²,6
Apartment Carolina MacGillavrylaan 49,1098 XA Amsterdam (Middenmeer),"€2,650",128 m²,5
Apartment Brinklaan,7311 LB Apeldoorn (Binnenstad),€695,39 m²,1
House Eerste Muntmeesterslaan 17,3541 GB Utrecht (Leeuwesteyn),"€2,250",133 m²,5
Apartment Terheijdenstraat,4811 AW Breda (Station),€680,29 m²,2
Apartment Pelmolenhof,4811 LZ Breda (Fellenoord),"€1,080",65 m²,3
Apartment Van Heuven Goedhartplein 162,3527 DS Utrecht (Kanaleneiland-Noord),"€1,060",50 m²,2
Apartment Brandenburgerstraat,9724 BB Groningen (Oosterpoort),"€1,125",58 m²,2
Apartment Honingerdijk 7 A,3063 AH Rotterdam (Struisenburg),"€2,300",126 m²,4
House Pompstationsweg,2597 JW Den Haag (Belgisch Park),"€3,725",125 m²,4
Apartment Antwerpsestraat,4615 AR Bergen op Zoom (Het Fort),€915,63 m²,2
Apartment Haparandaweg,1013 BD Amsterdam (Houthavens),"€1,200",42 m²,1
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"€1,800",77 m²,3
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
Studio Koningstraat,6811 DE Arnhem (Markt),"€1,125",60 m²,1
Apartment Braak,5501 DM Veldhoven (Cobbeek en Centrum),"€1,495",50 m²,2
Apartment Schubertlaan,5653 EK Eindhoven (Genderdal),"€1,300",50 m²,2
Apartment Lutmastraat 198 3,1074 VA Amsterdam (Zuid Pijp),"€1,950",68 m²,3
Room Gedempte Molenwijk,8442 BG Heerenveen (Centrum),€320,26 m²,1
Room Paterswoldseweg,9727 BB Groningen (Laanhuizen),€360,16 m²,1
Apartment Het Hout,9723 LB Groningen (Kop van Oost),"€1,255",55 m²,2
Apartment Fokke Simonszstraat,1017 TJ Amsterdam (De Weteringschans),"€1,450",45 m²,2
Apartment Kinkerstraat 31 2,1053 DC Amsterdam (Van Lennepbuurt),"€1,795",50 m²,2
Apartment Overveenstraat 6,1024 VV Amsterdam (Waterlandpleinbuurt),"€1,625",66 m²,2
Apartment Nieuwezijds Voorburgwal 118 L,1012 SH Amsterdam (Burgwallen-Nieuwe Zijde),"€4,500",190 m²,5
House Bonaventurastraat 60 B01,3081 HE Rotterdam (Tarwewijk),"€1,650",80 m²,4
Apartment Aartsbisschop Romerostraat 57,3573 AC Utrecht (Voordorp en Voorveldsepolder),"€1,475",91 m²,4
House Lauwerecht 68,3515 GT Utrecht (Lauwerecht),"€1,395",75 m²,3
Apartment Kerkstraat,9601 AK Hoogezand (Stadshart-Noord),€763,66 m²,3
Apartment Regentesseplein,2562 EZ Den Haag (Koningsplein en omgeving),"€1,370",32 m²,4
Apartment Van Tuyll van Serooskerkenweg,1076 JT Amsterdam (Stadionbuurt),"€1,850",72 m²,3
House Grote Hassel 7,5094 AC Lage Mierde (Lage Mierde),"€1,250",122 m²,5
Apartment Over de Vesten,3116 AH Schiedam (Oranjekwartier),"€1,250",70 m²,2
Apartment Van de Spiegelstraat,2518 ES Den Haag (Zeeheldenkwartier),€540,27 m²,1
Apartment Paltroklaan,3052 HG Rotterdam (Schiebroek),"€1,395",75 m²,3
Studio Reykjavikstraat,3543 KB Utrecht (Leidsche Rijn-Centrum),€980,40 m²,1
House Achter St.-Pieter 60 A,"3512 HT Utrecht (Domplein, Neude, Janskerkhof)","€2,750",125 m²,5
Apartment Eisenhowerlaan 52,3527 HH Utrecht (Kanaleneiland-Noord),"€1,250",74 m²,3
Studio Burg. de Hesselleplein,6411 CG Heerlen (Lindeveld),€585,30 m²,2
House Pompstationsweg,2597 JX Den Haag (Belgisch Park),"€3,850",125 m²,6
Apartment Noordeinde,2514 GP Den Haag (Voorhout),"€2,300",120 m²,4
Apartment Duifjessteeg 4,1012 KW Amsterdam (Burgwallen-Nieuwe Zijde),"€1,675",71 m²,2
Apartment Krommedijk 40 b,3312 CG Dordrecht (Transvaalstraat en omgeving),€825,32 m²,2
Apartment Versteegstraat 87,2273 WH Voorburg (Bovenveen midden),"€1,600",110 m²,4
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"€1,800",77 m²,3
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633,30 m²,1
House Hamelakkerlaan 8,6703 EJ Wageningen (Hamelakkers),"€1,295",118 m²,4
House Sytwinde 186,2631 GX Nootdorp (Vrouwtjeslant/Nieuweveen),"€2,150",160 m²,8
Apartment Lisbloemstraat 18 A,3051 TR Rotterdam (Hillegersberg Zuid),"€1,450",90 m²,4
Apartment Buitenhof,1421 LA Uithoorn (Legmeer),"€1,575",90 m²,3
Apartment Borgerstraat 214 A,1053 RE Amsterdam (Van Lennepbuurt),"€2,500",95 m²,4
Apartment Obrechtstraat 340,2517 VG Den Haag (Sweelinckplein en omgeving),"€1,350",75 m²,3
Apartment Wycker Brugstraat,6221 EA Maastricht (Wyck),"€1,450",70 m²,3
Apartment Van der Werfstraat,2312 VV Leiden (Marewijk),"€1,200",49 m²,2
Apartment Felix de Nobelhof,1187 HW Amstelveen (Betsy Perkbuurt),"€1,950",95 m²,3
House Van Nideckstraat 33 A-01,3039 TL Rotterdam (Blijdorp),"€1,575",80 m²,4
Apartment Sint-Jobsweg,3024 EJ Rotterdam (Schiemond),"€2,395",97 m²,3
Apartment Rijksweg Noord,6136 AJ Sittard (Overhoven),€825,72 m²,3
Apartment Burgemeester Cramergracht,1064 AK Amsterdam (Slotermeer-Zuidwest),"€2,000",76 m²,4
Room Sporadenlaan,1060 ML Amsterdam (Middelveldsche Akerpolder),€700,14 m²,6
Apartment Vroenhof 15 I,6301 KD Valkenburg (Sint Gerlach),€525,25 m²,2
Apartment Wolmaransstraat,2572 EH Den Haag (Transvaalkwartier-Zuid),"€1,750",60 m²,1
House Kea Boumanstraat 90,6833 LL Arnhem (Bakenhof),"€1,500",145 m²,4
House Nieuwstraat 34,5527 AV Hapert (Hapert Centrum),"€1,375",90 m²,5
Apartment Schalkwijkerstraat,2033 JB Haarlem (Kruistochtbuurt),"€1,750",95 m²,5
Apartment Beethovenstraat 9 A-II,1077 HL Amsterdam (Apollobuurt),"€3,250",130 m²,3
Apartment Heubergerstraat,5011 GB Tilburg (Heikant West),€945,65 m²,3
Apartment Leidsestraatweg,3443 BX Woerden (Schilderskwartier),"€1,650",86 m²,3
Apartment Assumburg 67,2135 BA Hoofddorp (Hoofddorp Toolenburg West),"€1,450",84 m²,3
House Prunellalaan,5582 HB Waalre (Aalst),"€2,000",140 m²,5
Apartment Zon en Maanstraat 24,1211 HZ Hilversum (Centrum),"€1,600",123 m²,5
Apartment Laan van Dick Laan 37,2101 PM Heemstede (Centrum),"€1,350",68 m²,3
House Berkenstraat,6444 BT Brunssum (Kruisberg),"€2,500",85 m²,5
Apartment Maria Austriastraat 89,1087 EK Amsterdam (IJburg West),"€1,850",92 m²,3
Apartment Schokkerspad 23,1081 KR Amsterdam (Buitenveldert-West),"€3,600",200 m²,5
Apartment Staringhof,5025 TW Tilburg (Staatsliedenbuurt Oost),"€1,065",58 m²,2
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"€3,600",160 m²,3
Apartment Gasthuisring,5041 DS Tilburg (Theresia West),€850,45 m²,2
Apartment Van Egmondstraat 7,1901 BA Castricum (Centrum-Noord),"€1,090",55 m²,2
Room Coclersstraat,6221 XE Maastricht (Sint Maartenspoort),€307,11 m²,2
House Haspengouw,6227 RN Maastricht (Heer),"€1,095",82 m²,4
Apartment Julius Pergerstraat,1087 KN Amsterdam (IJburg Zuid),"€1,650",65 m²,2
Apartment Boekelaan 135,3571 XC Utrecht (Tuindorp-Oost),"€1,550",75 m²,3
Apartment Zaagmuldersweg,9713 LA Groningen (Bloemenbuurt),€895,45 m²,2
Apartment Tweede Oude Heselaan,6542 VE Nijmegen (Wolfskuil),"€1,350",70 m²,2
Apartment Scheepmakerspassage 27,3011 VH Rotterdam (Stadsdriehoek),"€1,595",66 m²,2
Apartment Friesestraatweg,9718 NG Groningen (Kostverloren),"€1,050",45 m²,2
Apartment Weesperzijde,1091 EL Amsterdam (Weesperzijde),"€2,500",90 m²,3
House Karperstraat,3192 ES Hoogvliet Rotterdam (Hoogvliet Zuid),"€1,495",90 m²,3
Apartment Pieter Janszstraat 5,1951 GZ Velsen-Noord (Van Gelderbuurt),"€1,375",93 m²,3
Apartment Distelweg,1031 HD Amsterdam (Noordelijke IJ-oevers West),"€1,750",50 m²,2
Apartment Werner Helmichstraat 69,3553 JV Utrecht (Julianapark en omgeving),"€1,595",75 m²,3
Apartment Admiralengracht 303 II,1056 EB Amsterdam (Van Galenbuurt),"€2,150",62 m²,3
Apartment Tamarindestraat,1115 BD Duivendrecht (Duivendrecht),"€1,750",75 m²,3
House Oan 'e Dyk,9083 AB Snakkerburen (Snakkerburen),€745,50 m²,2
House De Dissel 6,6846 KA Arnhem (Schuytgraaf-Noord),"€1,550",128 m²,6
House Witbolstraat 5,1706 CB Heerhugowaard (De Draai Midden),"€1,365",110 m²,5
Apartment Da Costalaan,1985 AJ Driehuis NH (Driehuis-Dorp),"€1,400",100 m²,4
Apartment Van Hogendorpstraat,2012 MP Haarlem (Bosch en Vaart),"€1,295",42 m²,2
Apartment Hereweg,9725 AC Groningen (Rivierenbuurt),"€1,195",52 m²,3
Apartment Meeuwenstraat,3071 PE Rotterdam (Noordereiland),"€1,795",72 m²,4
Apartment Sophiastraat 26,9724 AV Groningen (Oosterpoort),"€1,075",45 m²,2
Apartment Helper Oostsingel 38,9722 AV Groningen (Helpman),"€1,100",50 m²,3
House Koninginnelaan,3762 DE Soest ('t Hart),€850,35 m²,2
House Pitrus,3824 WE Amersfoort (Waterkwartier),"€1,800",140 m²,4
Apartment Halfrond,3071 PP Rotterdam (Kop van Zuid - Entrepot),"€1,600",93 m²,3
Apartment Mient,2564 LD Den Haag (Eykenduinen),"€1,250",85 m²,3
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"€1,750",80 m²,2
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"€1,800",77 m²,3
Apartment Aegidiusstraat,3061 XS Rotterdam (Kralingen West),"€1,075",48 m²,2
Apartment Schoonderloostraat,3024 TT Rotterdam (Delfshaven),"€1,125",75 m²,3
Apartment Binnensingel,3134 NB Vlaardingen (Oostbuurt),"€1,295",86 m²,4
Apartment Abraham Kuyperlaan 101 C03,3038 PH Rotterdam (Bergpolder),"€1,600",80 m²,3
Apartment Krom Boomssloot,1011 MC Amsterdam (Nieuwmarkt/Lastage),"€2,000",90 m²,4
Apartment Dillegaard,6417 HH Heerlen (Douve Weien),€850,80 m²,3
Apartment Potgieterstraat 2 2,1053 XW Amsterdam (Da Costabuurt),"€2,350",79 m²,3
Apartment Brouwersgracht,2512 ER Den Haag (Zuidwal),"€1,250",40 m²,2
Apartment Brouwersgracht 44 A,1013 GW Amsterdam (Haarlemmerbuurt),"€2,050",40 m²,2
Apartment Korreweg 29,9714 AB Groningen (Professorenbuurt),"€1,075",50 m²,2
Apartment Helper Westsingel 228,9721 BB Groningen (Helpman),"€1,150",85 m²,2
Apartment Jaffa,3061 JK Rotterdam (Kralingen West),"€2,400",60 m²,3
Apartment Saenredamstraat 10 3,1072 CG Amsterdam (Oude Pijp),"€2,200",80 m²,3
Room Van Wageningenstraat,6813 DP Arnhem (Heijenoord),€374,10 m²,1
House Vogelkersstraat 37,2691 EJ 's-Gravenzande (Oudeland),"€1,495",124 m²,5
Apartment Rijkmanstraat,7411 GB Deventer (Bergkwartier),€720,34 m²,1
Apartment Klein-Coolstraat 31 C,3033 XR Rotterdam (Provenierswijk),"€1,440",134 m²,4
Apartment Stadsring,3811 HM Amersfoort (Smallepad e.o.),€728,32 m²,1
House Sniederslaan,5531 EN Bladel (Bladel Hofstad),"€2,250",382 m²,8
House Ginnekenweg,4835 NB Breda (Ginneken),"€1,350",87 m²,4
Apartment Kralendijkkade,2315 ZA Leiden (De Kooi),"€1,176",50 m²,2
Apartment Groenstraat,5021 EJ Tilburg (Fatima West),€746,35 m²,2
House Parallelweg,4624 JD Bergen op Zoom (Warande-West),"€1,045",81 m²,3
Apartment Harddraverstraat,3033 XJ Rotterdam (Provenierswijk),"€1,425",80 m²,3
Apartment Vasalisstraat 4,1321 PA Almere (Literatuurwijk),"€1,100",55 m²,2
Apartment Keizersgracht,1016 DT Amsterdam (Grachtengordel-West),"€3,250",160 m²,4
Apartment Lange Voort,2343 CD Oegstgeest (Bloemenbuurt),"€1,750",96 m²,4
Apartment Stationsstraat,5261 VB Vught (Centrum),"€1,250",115 m²,4
Apartment Kloveniersburgwal,1012 CX Amsterdam (Burgwallen-Oude Zijde),"€1,600",60 m²,2
Apartment Zorgvlietstraat,4834 NN Breda (Ypelaar),"€1,450",90 m²,3
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"€1,750",80 m²,2
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Apartment Texelstroom 6,1771 HR Wieringerwerf (Waddenwijk),€671,45 m²,2
Apartment De Heugden 358,6411 DX Heerlen (Eikenderveld),€830,77 m²,3
Apartment Spoorstraat,2801 BA Gouda (Nieuwe Park Oost),€775,37 m²,1
Apartment Van der Dussenstraat,3039 TB Rotterdam (Blijdorp),"€1,295",96 m²,3
Room Ruygenhoeklaan,3523 HJ Utrecht (Nieuw Hoograven-Noord),€318,15 m²,1
Room Ruygenhoeklaan,3523 HJ Utrecht (Nieuw Hoograven-Noord),€265,9 m²,1
Room Ruygenhoeklaan,3523 HJ Utrecht (Nieuw Hoograven-Noord),€318,17 m²,1
Apartment Noordplein,3035 EE Rotterdam (Oude Noorden),"€2,400",100 m²,4
Apartment Malachietstraat 49,1339 HX Almere (Regenboogbuurt),"€1,100",55 m²,2
Apartment Westerstraat,1015 LZ Amsterdam (Jordaan),"€1,500",35 m²,2
Apartment Wenckebachstraat,2522 CK Den Haag (Noordpolderbuurt),"€1,200",74 m²,3
Apartment Leyweg,2545 EC Den Haag (Leyenburg),"€1,150",68 m²,2
Apartment Ronsseweg,2803 ZS Gouda (Boerhaavekwartier),"€1,195",85 m²,4
Apartment Keizersgracht 139 BEL,1015 CK Amsterdam (Grachtengordel-West),"€1,695",48 m²,2
Apartment Menno van Coehoornsingel,8011 XA Zwolle (Noordereiland),€925,40 m²,2
House Frascatilaan,4731 DP Oudenbosch (Velletri),"€1,300",135 m²,4
Apartment Pretorialaan,3072 EN Rotterdam (Afrikaanderwijk),€895,43 m²,2
Apartment Havenstraat 11 C,1211 KG Hilversum (Havenstraatbuurt),"€1,050",50 m²,2
Room Tapuitstraat,3083 WX Rotterdam (Carnisse),€425,12 m²,1
Apartment Polsbroekstraat 48,2546 RM Den Haag (Leyenburg),"€1,595",110 m²,5
Apartment De Heugden 341,6411 DX Heerlen (Eikenderveld),€830,77 m²,3
Room Kortenaerstraat,9726 HJ Groningen (Zeeheldenbuurt),€230,11 m²,1
House Heuvelweg,3761 XL Soest (Soestdijk),"€1,895",135 m²,5
Apartment Mr. G. Groen van Prinstererlaan 82,1181 TR Amstelveen (Kruiskerkbuurt),"€2,000",101 m²,4
Apartment Slotermeerlaan 41,1064 GZ Amsterdam (Slotermeer-Zuidwest),"€1,950",85 m²,4
Apartment Charlotte de Bourbonstraat 37 3,1055 WS Amsterdam (Landlust),"€1,575",55 m²,3
Apartment Oude Varkenmarkt,2311 VP Leiden (Academiewijk),"€1,950",119 m²,5
Apartment Zuivelpad,1221 CG Hilversum (Electrobuurt),"€1,425",75 m²,3
Apartment Kruidenhof,2315 KP Leiden (De Waard),"€1,320",52 m²,3
House Hanenberglanden,7542 EH Enschede (Stroinkslanden-Zuid),€950,110 m²,4
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
House Galileastraat 12 kamer 3,6222 CG Maastricht (Limmel),€430,15 m²,1
Apartment Hulshorststraat,2573 ER Den Haag (Oostbroek-Zuid),"€1,225",69 m²,3
Apartment Hoge Larenseweg,1221 AR Hilversum (Geuzenbuurt),€895,50 m²,2
Apartment Koninginneweg,2225 HK Katwijk (Midden),"€2,300",117 m²,4
Apartment Admiraal De Ruijterweg 43 2,1057 JV Amsterdam (Chassébuurt),"€2,750",130 m²,3
Apartment Nieuwe Kijk in 't Jatstraat 103,9712 SG Groningen (Hortusbuurt-Ebbingekwartier),"€1,195",52 m²,2
House van Speijkstraat,1931 EH Egmond aan Zee (Egmond aan Zee),"€1,395",90 m²,3
House Deltastraat,1823 DP Alkmaar (De Nollen),"€1,895",138 m²,6
House Karveel 07 79,8231 AK Lelystad (Karveel Oost),"€1,450",141 m²,5
Apartment Voorstraat,8261 HS Kampen (Binnenstad Kampen),€615,29 m²,1
Apartment Cederstraat,5037 JD Tilburg (Notre Dame),"€1,125",75 m²,3
House Korfmakersstraat,8911 LA Leeuwarden (De Waag),€850,112 m²,3
House Moerstraatseweg,4727 SM Moerstraten (Moerstraten),"€1,100",150 m²,4
Room Resedastraat,7531 CK Enschede (Ribbelt-Ribbelerbrink),€425,12 m²,1
Apartment Waterlinie,5658 NT Eindhoven (Waterrijk),"€1,295",60 m²,2
Room Soestdijkerstraatweg 41 10,1213 VR Hilversum (Arenaparkkwartier),€440,10 m²,1
Room Soestdijkerstraatweg 41 8,1213 VR Hilversum (Arenaparkkwartier),€440,10 m²,1
Apartment St Trudostraat,5616 GA Eindhoven (Schouwbroek),"€1,095",51 m²,2
House Vondelstraat,9602 BD Hoogezand (Spoorstraat en Kieldiep),"€1,045",80 m²,4
Room Teisterbantstraat,6825 CK Arnhem (Over het Lange Water),€430,14 m²,1
Apartment Vincent van Goghplein,5671 DV Nuenen (Nuenen-Noord),"€1,500",99 m²,3
House van Almondepad,4818 RG Breda (Boeimeer),"€2,800",275 m²,1
Apartment Hooghout,4817 EC Breda (Brabantpark),"€1,150",60 m²,2
House Haverlaan,3893 HM Zeewolde (Derde woonwijk),"€1,600",96 m²,4
House Wielewaal,3893 JN Zeewolde (Derde woonwijk),"€1,750",113 m²,4
Apartment Rijnstraat,1079 HH Amsterdam (Rijnbuurt),"€1,800",85 m²,3
Apartment Willem de Zwijgerlaan,1056 JT Amsterdam (Geuzenbuurt),"€1,625",45 m²,2
Apartment Boompjes,3011 XZ Rotterdam (Stadsdriehoek),"€1,650",80 m²,3
Apartment Halvemaanpassage,3011 DL Rotterdam (Stadsdriehoek),"€2,400",107 m²,3
Apartment Franz Lehársingel,3543 JB Utrecht (Terwijde-West),"€1,220",52 m²,2
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,650",48 m²,2
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Apartment Dorpsstraat,9605 PD Kiel-Windeweer (Kiel-Windeweer),€730,60 m²,2
House Hamster 10,6416 WB Heerlen (Dr. Nolensplein en omgeving),€975,120 m²,4
Apartment Marktmeesterstraat,1315 GB Almere (Centrum Almere Stad),"€1,750",88 m²,3
Apartment Spaarne,2011 CG Haarlem (Burgwal),"€1,395",71 m²,3
Apartment Aarnout Drostlaan,2523 EK Den Haag (Laakkwartier-West),"€1,400",85 m²,4
Apartment Antoniestraat,2011 CN Haarlem (Burgwal),€950,39 m²,2
House Lekstraat,7333 LE Apeldoorn (Rivierenkwartier),"€1,250",81 m²,4
Apartment Kootwijkstraat,2573 XM Den Haag (Oostbroek-Zuid),"€1,500",85 m²,4
Apartment Badhuiskade,1031 KV Amsterdam (Noordelijke IJ-oevers West),"€2,250",53 m²,2
Apartment Grotemarkt,3011 PA Rotterdam (Stadsdriehoek),"€2,495",113 m²,5
Apartment Karel de Stouteplein,3082 RL Rotterdam (Oud Charlois),"€1,650",117 m²,3
Apartment De Genestetlaan,2522 LS Den Haag (Laakkwartier-Oost),"€1,800",110 m²,5
Apartment Remalunet,6221 JE Maastricht (Wyck),"€1,600",105 m²,3
Apartment Korte Nieuwstraat,5014 HA Tilburg (Besterd),€817,72 m²,3
Studio Schouwburgring,5038 TK Tilburg (Binnenstad West),€704,26 m²,1
Studio Schouwburgring,5038 TK Tilburg (Binnenstad West),€704,26 m²,1
House Reigerskamp,3607 JC Maarssen (Reigerskamp),"€1,195",73 m²,2
House Amstel,1017 AD Amsterdam (Grachtengordel-Zuid),"€2,195",81 m²,4
House Brusselseweg,6218 NA Maastricht (Lanakerveld),"€1,975",200 m²,5
Apartment Sloterweg 824 1,1066 CP Amsterdam (Sloter-/Riekerpolder),"€1,750",80 m²,2
House Grote Leliestraat,9712 SW Groningen (Hortusbuurt-Ebbingekwartier),"€1,025",52 m²,2
House Uiterweg,1431 AW Aalsmeer (Uiterweg),"€2,500",90 m²,4
Apartment Kraneweg,9718 JC Groningen (Schildersbuurt),"€1,495",63 m²,2
Apartment Kraneweg,9718 JC Groningen (Schildersbuurt),"€1,495",61 m²,2
Apartment Kraneweg,9718 JC Groningen (Schildersbuurt),"€1,695",87 m²,2
Apartment Meander,1181 WN Amstelveen (Stadshart),"€2,650",122 m²,4
Apartment Fongersplaats,9725 LJ Groningen (Rivierenbuurt),"€1,100",65 m²,2
Apartment Aweg,9718 CV Groningen (Schildersbuurt),"€2,195",90 m²,4
House Fokkeboom,1319 BG Almere (Noorderplassen),"€2,000",161 m²,4
Apartment Hartenstraat,1016 CC Amsterdam (Grachtengordel-West),"€2,150",58 m²,3
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"€1,275",40 m²,2
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"€1,835",90 m²,4
Apartment Verlengde Hereweg 20 1h,9722 AC Groningen (Helpman),"€1,145",50 m²,2
Apartment Arcellastraat 4,1035 VN Amsterdam (Kadoelen),"€1,800",75 m²,3
Apartment Hartenstraat,1016 CC Amsterdam (Grachtengordel-West),"€1,800",50 m²,2
Apartment Stadsring,3811 HM Amersfoort (Smallepad e.o.),"€1,150",64 m²,2
Apartment Aweg 20 a,9718 CV Groningen (Schildersbuurt),"€2,595",120 m²,4
House Papyrussingel,6218 EP Maastricht (Oud-Caberg),"€1,050",109 m²,3
Apartment Karel Doormanstraat,3012 GH Rotterdam (Cool),"€1,495",71 m²,2
Apartment Van Mourik Broekmanstraat,1065 EX Amsterdam (Slotervaart Zuid),"€1,700",80 m²,4
Apartment Weddesteeg,2311 VX Leiden (Academiewijk),"€1,995",81 m²,2
Apartment Breestraat,2311 CK Leiden (Pieterswijk),"€1,645",51 m²,2
House Fanny Blankers-Koenstraat 32,1382 NB Weesp (Hogewey Noord),"€2,000",124 m²,5
Apartment Rivièrelaan,4731 CS Oudenbosch (Pagnevaart),€850,117 m²,2
Apartment Assumburg 91,2135 BA Hoofddorp (Hoofddorp Toolenburg West),"€1,550",93 m²,3
Apartment Weerdsingel W.Z.,3513 BA Utrecht (Pijlsweerd-Zuid),€900,35 m²,2
House Noordstroeërweg 5,1777 NG Hippolytushoef (Stroe),€900,35 m²,3
Apartment Zandkasteel,5658 BE Eindhoven (Zandrijk),"€1,375",81 m²,3
House Klingelbeek,5655 EP Eindhoven (Hanevoet),"€1,595",130 m²,3
Apartment Graafschapstraat,1079 PE Amsterdam (Scheldebuurt),"€1,625",55 m²,2
Apartment Boschdijk,5612 HC Eindhoven (Limbeek-Noord),"€1,350",70 m²,3
Apartment Ebalstraat,3061 KA Rotterdam (Kralingen West),"€1,450",85 m²,3
Apartment Essenburgsingel,3021 AR Rotterdam (Middelland),€950,65 m²,2
Apartment Eewal,8911 GT Leeuwarden (Grote Kerkbuurt),€875,70 m²,3
Apartment Oranjestraat 14,2042 GS Zandvoort (Centrum),"€1,475",140 m²,2
House Fenacoliuslaan 14,3143 AD Maassluis (Taanschuurpolder),"€2,100",159 m²,5
Apartment Piet Heinplein,2518 BW Den Haag (Zeeheldenkwartier),"€1,295",52 m²,2
Apartment Leegstraat,6645 BC Winssen (Winssen-Centrum),€865,78 m²,2
Apartment Kinkerstraat,1053 DV Amsterdam (Da Costabuurt),"€1,500",38 m²,1
Apartment Kostersgang,9711 CX Groningen (Binnenstad-Zuid),€825,40 m²,2
Apartment Korreweg,9714 AJ Groningen (Professorenbuurt),"€1,400",72 m²,3
Apartment Derde Leliedwarsstraat 26,1015 TE Amsterdam (Jordaan),"€2,250",66 m²,3
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"€1,090",55 m²,2
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"€1,250",83 m²,3
Apartment Groene Woud,4834 BG Breda (Blauwe Kei),"€1,100",65 m²,3
Apartment van Goorstraat 30,6512 ED Nijmegen (Bottendaal),"€1,350",70 m²,2
Studio Schouwburgring,5038 TK Tilburg (Binnenstad West),€704,26 m²,1
Apartment Den Hof,5582 JZ Waalre (Aalst),"€1,200",78 m²,3
Apartment Kerkweg,5701 NS Helmond (Centrum),€735,40 m²,2
Apartment Kwakersstraat,1053 WC Amsterdam (Kinkerbuurt),"€1,950",73 m²,3
Apartment Ridderstraat,2011 RS Haarlem (Bakenes),"€1,575",60 m²,3
Studio Naritaweg,1043 BX Amsterdam (Bedrijventerrein Sloterdijk),€520,16 m²,1
Studio Oude Vest,2312 XR Leiden (De Camp),€760,20 m²,1
Apartment Geldropseweg,5643 TR Eindhoven (Burghplan),"€1,350",90 m²,3
Apartment Bloemendaalseweg,2051 GG Overveen (Overveen),"€1,550",75 m²,3
Apartment Treilerweg 14,2583 DC Den Haag (Vissershaven),"€1,495",86 m²,3
House Emmakade 11,1182 AM Amstelveen (Amsterdamse Bos Noord),"€4,500",160 m²,7
Apartment Suze Groeneweglaan,3021 DX Rotterdam (Middelland),"€1,350",53 m²,2
Apartment Granadoslaan 8,3055 RB Rotterdam (Molenlaankwartier),€995,36 m²,2
Room Bloemenweg 68 4,6221 TW Maastricht (Heugemerveld),€414,12 m²,1
House Langestraat,1506 XJ Zaandam (Oud West),"€1,595",90 m²,3
Apartment Mijnsherenlaan,3081 GL Rotterdam (Tarwewijk),"€1,245",59 m²,2
Room Schrans,8932 ND Leeuwarden (Huizum-Sixma),€390,16 m²,1
Room Schrans,8932 ND Leeuwarden (Huizum-Sixma),€395,16 m²,1
House Asterstraat 104,2565 TX Den Haag (Bloemenbuurt-Oost),"€1,375",68 m²,3
Apartment Zonneroosstraat,5644 ES Eindhoven (Kerstroosplein),€825,45 m²,2
Apartment President Kennedylaan 108 L,2517 LB Den Haag (Stadhoudersplantsoen),"€1,550",71 m²,2
Apartment Lage Nieuwstraat,2512 VX Den Haag (Kortenbos),"€1,165",76 m²,3
Apartment Houweningestraat 60,3312 PM Dordrecht (Hoekenessestraat en omgeving),€925,70 m²,4
