Title,Location,Price,Area m�,Number of rooms,Price/m�
Apartment Willem Barentszstraat,"3572 PB Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)","1,250",57,2,21.9
Apartment Polenstraat,1363 BB Almere (Europakwartier west),"1,600",58,2,27.6
Apartment Heemskerkstraat,3038 VJ Rotterdam (Bergpolder),"1,250",76,4,16.4
Apartment Singel 136 C,1015 AG Amsterdam (Grachtengordel-West),"1,975",69,2,28.6
Apartment Belgiëstraat,1363 BL Almere (Europakwartier west),"1,050",90,3,11.7
Apartment Middellaan,4811 VM Breda (Schorsmolen),975,50,2,19.5
Studio Esperantostraat,2518 LJ Den Haag (Rond de Energiecentrale),925,50,1,18.5
House Noorderstraat,9989 AA Warffum (Warffum),895,80,3,11.2
Apartment Richard Holkade 41,2033 PZ Haarlem (Verzetsliedenbuurt),"1,550",80,3,19.4
Apartment Bellevuelaan 21,2012 BX Haarlem (Welgelegen),"1,400",75,2,18.7
Apartment Spaarndamseweg 82 H,2021 CB Haarlem (Patrimoniumbuurt),"2,150",127,4,16.9
Apartment Schanshoek 91,1188 LL Amstelveen (Molenbuurt),"1,500",65,2,23.1
Apartment Nieuwendijk,1012 LZ Amsterdam (Burgwallen-Nieuwe Zijde),"1,795",55,2,32.6
Apartment Bataviastraat 8 Bis,"3531 XD Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","1,400",60,3,23.3
Apartment Runmoolen 7,1181 NZ Amstelveen (Elsrijk Oost),"2,500",103,3,24.3
Apartment Laan van Kortrijk 41,7607 PS Almelo (Paradijs),925,90,4,10.3
Apartment Kerkstraat 38,1441 BM Purmerend (Binnenstad),950,46,2,20.7
Apartment Prinsestraat 50 E,2513 CE Den Haag (Kortenbos),895,20,2,44.8
Apartment Willem Barentszstraat,"3572 PJ Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)","1,100",56,2,19.6
Apartment Ridderstraat,4101 BK Culemborg (Binnenstad),512,40,2,12.8
Apartment Karperweg,1075 LA Amsterdam (Schinkelbuurt),"3,000",120,4,25.0
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment De Rik,3232 LA Brielle (Rugge),"1,290",76,3,17.0
Apartment De Rik,3232 LA Brielle (Rugge),"1,290",76,3,17.0
Apartment De Rik,3232 LA Brielle (Rugge),"1,290",76,3,17.0
Apartment De Rik,3232 LA Brielle (Rugge),"1,290",76,3,17.0
Apartment Nachtwachtstede,3431 HM Nieuwegein (Stadscentrum),"1,450",60,2,24.2
Apartment Aert van Neslaan 311,2341 HM Oegstgeest (Bloemenbuurt),"1,500",103,4,14.6
Apartment Hoofdstraat 9 13,7311 JS Apeldoorn (Binnenstad),571,26,1,22.0
Apartment Hommelseweg 386,6821 LW Arnhem (Onder de Linden),"1,350",112,5,12.1
Apartment Rijnstraat 33,6811 EW Arnhem (Rijnstraat),"1,200",95,4,12.6
Apartment Patrijsstraat,3353 AZ Papendrecht (Kraaihoek),735,52,3,14.1
Studio Ridderstraat,4101 BK Culemborg (Binnenstad),409,25,1,16.4
Apartment Fongersplaats 26,9725 LA Groningen (Rivierenbuurt),"1,250",90,3,13.9
Apartment Jisperveldstraat 393,1024 AT Amsterdam (Waterlandpleinbuurt),"1,875",85,3,22.1
Apartment Middelstegracht,2312 TV Leiden (Pancras-Oost),"1,591",60,3,26.5
Studio Haven,2312 MG Leiden (Havenwijk-Noord),"1,000",25,1,40.0
Apartment Pauwstraat,6811 GK Arnhem (Rijnstraat),"1,685",120,5,14.0
Studio Van Boecopkade,2518 LC Den Haag (Rond de Energiecentrale),925,50,1,18.5
Room Noorderbeekdwarsstraat,2562 XV Den Haag (Valkenboskwartier),595,15,1,39.7
Room Newtonstraat,2562 KZ Den Haag (Rond de Energiecentrale),595,25,1,23.8
Room Rodehaanstraat,8011 RR Zwolle (Binnenstad-Zuid),385,12,1,32.1
Room Vivaldistraat,8031 JE Zwolle (Holtenbroek II),345,16,1,21.6
Apartment Dompvloedslaan,2051 NB Overveen (Overveen),"1,350",65,3,20.8
House Beukelaarsstraat 82,3074 HG Rotterdam (Hillesluis),"1,975",106,5,18.6
Apartment Hoefbladlaan 48,2555 EG Den Haag (Bohemen en Meer en Bos),975,45,2,21.7
Apartment Willem Pijperstraat 33,2551 CH Den Haag (Waldeck-Noord),"1,125",71,3,15.8
Apartment Beukelsweg,3022 GD Rotterdam (Nieuwe Westen),"3,250",129,7,25.2
Apartment Bilderdijkstraat 175 4,1053 KR Amsterdam (Van Lennepbuurt),"1,475",37,2,39.9
Studio Stationsstraat 11,6221 BM Maastricht (Wyck),"1,150",30,1,38.3
Apartment Stationsstraat,7311 MH Apeldoorn (De Haven),"1,285",107,2,12.0
Studio Vredenburchstraat,4811 RD Breda (Boeimeer),785,32,2,24.5
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Karnemelkweg,5642 CC Eindhoven (Doornakkers-West),"1,295",80,3,16.2
Apartment Rotterdamseweg 94,2628 AN Delft (Zeeheldenbuurt),"1,650",110,4,15.0
House Haverstraat 28,5975 CS Sevenum (Sevenum),900,94,4,9.6
Apartment Karel Doormanlaan 332,1215 NW Hilversum (Zeeheldenkwartier),"1,500",80,3,18.8
Apartment De Rik,3232 LA Brielle (Rugge),"1,310",79,3,16.6
Apartment IJburglaan,1087 MA Amsterdam (IJburg Zuid),"1,800",101,3,17.8
Apartment Joos Banckersplantsoen,1056 LD Amsterdam (Landlust),"2,850",120,3,23.8
Apartment Hendrik van Deventerstraat,2563 XV Den Haag (Valkenboskwartier),875,42,2,20.8
Apartment Kinkerstraat 154 2,1053 EH Amsterdam (Kinkerbuurt),"1,750",50,2,35.0
House Lorentzlaan 15,4532 KM Terneuzen (Serlippenspolder),950,126,5,7.5
House Huijgensstraat 28,4532 KB Terneuzen (Serlippenspolder),950,126,5,7.5
House Huijgensstraat 21,4532 KA Terneuzen (Serlippenspolder),950,126,5,7.5
Apartment Kraneweg,9718 JC Groningen (Schildersbuurt),"1,295",51,2,25.4
House Haven,2312 MG Leiden (Havenwijk-Noord),"1,550",70,3,22.1
Apartment Levendaal,2311 JG Leiden (Levendaal-Oost),"1,350",70,3,19.3
Apartment Verdronkenoord 3 A,1811 BB Alkmaar (Binnenstad-Oost),995,40,2,24.9
Studio Buitenwatersloot,2613 TA Delft (Westerkwartier),595,36,1,16.5
House Brielselaan,3081 LB Rotterdam (Tarwewijk),"1,950",121,5,16.1
Apartment Rijnbeekstraat,5913 GH Venlo (Rijnbeek),820,72,3,11.4
Apartment Lobeliuslaan,2341 PJ Oegstgeest (Poelgeest),"1,350",114,3,11.8
Apartment Franciscus van Assisiëlaan 25,1185 CD Amstelveen (Augustinuspark),"1,650",72,4,22.9
Apartment Heiman Dullaertplein,3024 CD Rotterdam (Delfshaven),"1,640",108,4,15.2
Apartment Steynlaan 93 B,3701 ED Zeist (Centrumschil-Noord),"1,071",26,2,41.2
Apartment van Vredenburchweg 831,2284 TN Rijswijk (Kleurenbuurt),"1,375",152,5,9.0
House Zaanstraat,7417 WP Deventer (Deltabuurt),975,99,4,9.8
Apartment Valeriusstraat 218 2,1075 GK Amsterdam (Willemspark),"1,695",65,2,26.1
Apartment Eerste Oude Heselaan 150,6541 PD Nijmegen (Biezen),950,45,2,21.1
Apartment Amstelvlietstraat 552,1096 GG Amsterdam (Omval/Overamstel),"1,749",100,3,17.5
Apartment Oude Haagweg,2552 GE Den Haag (Rosenburg),875,40,1,21.9
Apartment Oude Haagweg,2552 GE Den Haag (Rosenburg),900,48,1,18.8
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Mast 7 b,6852 CE Huissen (Zilverkamp),895,57,2,15.7
Apartment Denneweg,2514 CM Den Haag (Voorhout),950,50,2,19.0
Studio Eewal 61,8911 GS Leeuwarden (Grote Kerkbuurt),"1,100",68,1,16.2
Apartment Koningslaan,3067 TG Rotterdam (Het Lage Land),"1,625",88,4,18.5
Apartment Kerkplein,6131 ES Sittard (Sittard-Centrum),941,108,3,8.7
Studio Jekerstraat,6211 NR Maastricht (Statenkwartier),895,30,1,29.8
Apartment Utrechtsestraat,1017 VJ Amsterdam (Grachtengordel-Zuid),"2,250",80,2,28.1
House Hoornsekade 20,1823 BK Alkmaar (Rekerbuurt en Ooievaarsnest),"1,500",102,4,14.7
Apartment Zeeruststraat 114,2584 BZ Den Haag (Oud Scheveningen),"1,550",72,3,21.5
House Willem Beukelszoonplein,2584 XK Den Haag (Visserijbuurt),"1,650",75,4,22.0
Apartment Hongarijehof,1363 CC Almere (Europakwartier west),"1,495",78,3,19.2
Apartment Van Beethovenlaan,2253 BG Voorschoten (Adegeest),"1,365",75,3,18.2
Apartment Hendrikstraat,4381 AA Vlissingen (Oude Binnenstad),825,41,2,20.1
Apartment Teldersweg,3052 TG Rotterdam (Schiebroek),"1,495",71,3,21.1
Room Beeklaan,2562 AB Den Haag (Rond de Energiecentrale),300,14,1,21.4
House Lauweriksplein,7425 AW Deventer (Op den Haar),"1,295",97,5,13.4
Studio Eewal 59,8911 GS Leeuwarden (Grote Kerkbuurt),650,27,1,24.1
Apartment Walenburgerweg 108 B,3033 AJ Rotterdam (Provenierswijk),"1,350",70,3,19.3
Apartment Waterloostraat,4901 EK Oosterhout (Centrum),"1,175",96,3,12.2
Apartment Twijnstraat,3511 ZG Utrecht (Lange Nieuwstraat en omgeving),"1,685",75,2,22.5
Apartment Muntinglaan,9727 JT Groningen (Grunobuurt),"1,075",77,4,14.0
Apartment Hogewoerd,2311 HT Leiden (Levendaal-Oost),"1,495",60,2,24.9
Apartment Kruizemunt 13,2201 MX Noordwijk (Kern Binnen Noord),"1,450",80,3,18.1
House Kiekstraat,1087 GK Amsterdam (IJburg West),"2,000",130,3,15.4
Apartment Taborstraat 14 A-02,3061 EW Rotterdam (Kralingen West),"1,475",85,5,17.4
Apartment Kromstraat,2611 ER Delft (Centrum),850,31,1,27.4
Apartment Hoyledestraat,3036 LR Rotterdam (Oude Noorden),"1,495",96,4,15.6
Apartment Koningsweg 78,5211 BN Den Bosch (Het Zand),"1,450",90,2,16.1
House 1e Daalsedijk 222,3513 TJ Utrecht (Pijlsweerd-Zuid),"2,100",120,5,17.5
House Wilgeneiland,2285 JR Rijswijk (Strijp),"2,450",220,7,11.1
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Hendrinaland 88,2591 TL Den Haag (Landen),"1,495",95,4,15.7
Apartment Parelmoerhorst 320,2592 SL Den Haag (Burgen en Horsten),"1,050",83,4,12.7
Apartment Mierloseweg,5666 KB Geldrop (Braakhuizen-Zuid),655,22,1,29.8
Apartment Mr. G. Groen van Prinstererlaan,1181 TW Amstelveen (Stadshart),"2,550",70,4,36.4
Apartment Pontsteeg,7411 KR Deventer (Centrum),"1,225",75,3,16.3
Studio Bloemstraat 69,9712 LC Groningen (Hortusbuurt-Ebbingekwartier),940,25,1,37.6
Apartment Europalaan,5042 ZJ Tilburg (Jagersbuurt West),"1,150",70,4,16.4
Room Lyonnetstraat,2522 ND Den Haag (Laakkwartier-Oost),675,16,1,42.2
Room Engelsestraat,3028 CG Rotterdam (Oud Mathenesse),675,17,1,39.7
Apartment Oudenoord,3513 EP Utrecht (Pijlsweerd-Zuid),"1,375",70,2,19.6
Apartment Hereweg 97 11,9721 AA Groningen (Sterrebosbuurt),"1,320",80,2,16.5
House Prof. Feldmannweg,8015 PB Zwolle (Oldenelerbroek),"1,150",98,5,11.7
House Bliek,3225 XB Hellevoetsluis (Hout Hoeffe),"1,395",111,4,12.6
Apartment Laan van Meerdervoort,2555 BR Den Haag (Bohemen en Meer en Bos),"1,300",90,3,14.4
Apartment Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"1,600",80,3,20.0
Apartment Willem Barentszstraat,"3572 PJ Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)",495,22,1,22.5
Apartment Molkenkelder 57,8941 AG Leeuwarden (Techum),925,65,3,14.2
Room Breulingstraat 13 10,6211 SB Maastricht (Statenkwartier),620,20,1,31.0
Apartment Rosa Spierlaan 410,1187 PJ Amstelveen (Betsy Perkbuurt),"1,750",75,3,23.3
House Laan van Poot 306,2566 DD Den Haag (Vogelwijk),"2,250",250,8,9.0
House Kremersdreef,6216 SZ Maastricht (Belfort),"1,495",170,4,8.8
Apartment Proosdijweg,6214 RJ Maastricht (Mariaberg),775,43,2,18.0
House van Akenweg,6218 HL Maastricht (Oud-Caberg),"1,275",90,3,14.2
Apartment Kesselskade,6211 EN Maastricht (Binnenstad),"1,350",75,4,18.0
Apartment Rochussenstraat 315 A02,3023 DG Rotterdam (Nieuwe Westen),"1,295",70,3,18.5
Apartment Amsterdamsestraatweg,3551 CP Utrecht (2e Daalsebuurt en omgeving),"1,150",40,2,28.8
House Melissekade,3544 CW Utrecht (Parkwijk-Zuid),"1,595",90,3,17.7
Apartment Zweedsestraat,3028 TV Rotterdam (Oud Mathenesse),"2,200",90,4,24.4
Apartment Eusebiusbinnensingel,6811 BW Arnhem (Markt),"1,200",109,3,11.0
Studio Czarinastraat,1506 RC Zaandam (Russische buurt),"1,050",32,1,32.8
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Apartment Herman Robbersstraat,3031 RL Rotterdam (Rubroek),"1,495",67,2,22.3
Apartment De Braak 112,4901 JL Oosterhout (Centrum),986,75,3,13.1
Room Condéstraat 6 K 6,6217 LC Maastricht (Brusselsepoort),425,16,1,26.6
Apartment Weena,3013 AL Rotterdam (Cs Kwartier),"1,395",88,2,15.9
Apartment Oudegracht 8 A,3511 AM Utrecht (Breedstraat en Plompetorengracht en omgeving),"1,650",68,2,24.3
Apartment Van Malsenstraat,3074 PX Rotterdam (Hillesluis),"1,175",61,3,19.3
Apartment Sweelincklaan,4837 BA Breda (Ruitersbos),"1,085",80,3,13.6
Apartment Waterkeringweg,1051 NZ Amsterdam (Centrale Markt),"2,250",75,3,30.0
Apartment Romkeslaan 37,8933 AR Leeuwarden (Tulpenburg),"1,095",70,2,15.6
Room Wilhelminasingel 21 2.1,6221 BE Maastricht (Sint Maartenspoort),415,20,1,20.8
Apartment Anna Blamansingel,"1102 SX Amsterdam (Bijlmer Centrum (D,F,H))","1,850",105,3,17.6
Apartment Korenmarkt,1621 BG Hoorn (Binnenstad - Buurt 10 01),950,45,2,21.1
House Skager Rak,1501 AZ Zaandam (Burgemeestersbuurt),"1,695",120,4,14.1
Apartment Bernardus Gewinstraat,3031 SG Rotterdam (Rubroek),"1,295",50,3,25.9
House Saturnussingel,1363 RG Almere (Homeruskwartier),"2,150",146,6,14.7
House Isingstraat,2522 JV Den Haag (Laakkwartier-Oost),"1,050",85,4,12.4
Apartment Loosdrechtseweg,1215 JV Hilversum (Staatsliedenkwartier),"1,200",60,2,20.0
Apartment Van der Meydestraat 35 A,3039 TG Rotterdam (Blijdorp),"1,450",70,2,20.7
Apartment Ravellaan,"3533 JG Utrecht (Welgelegen, Den Hommel)","1,480",75,4,19.7
Apartment Lange Kerkstraat 31 L,3111 NN Schiedam (Buurt 00),"1,015",37,2,27.4
Apartment Hooftskade 50,2526 KA Den Haag (Schildersbuurt-Noord),"1,750",100,3,17.5
Apartment Van Kinsbergenstraat 107 A,2518 GX Den Haag (Zeeheldenkwartier),"2,000",123,5,16.3
Apartment Seehorst,2202 BN Noordwijk (De Zuid),"1,495",90,2,16.6
House Amsterdamseweg 576 A,1181 BZ Amstelveen (Randwijck West),"2,000",120,3,16.7
Apartment Fahrenheitstraat,2561 EH Den Haag (Valkenboskwartier),925,40,2,23.1
Apartment Sir Winston Churchillln 283 29,2288 DA Rijswijk (Plaspoelpolder),"1,750",130,3,13.5
Apartment Kamperfoelieplein,2225 RL Katwijk (Zuid),825,45,3,18.3
Apartment Zuiderstraat 31,2011 XS Haarlem (Vijfhoek),"1,575",110,3,14.3
Apartment Zuiderstraat 25,2011 XS Haarlem (Vijfhoek),"1,575",91,3,17.3
Apartment Drossestraat 80,2011 XW Haarlem (Vijfhoek),"1,300",74,4,17.6
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Drossestraat 46,2011 XW Haarlem (Vijfhoek),"1,695",119,3,14.2
Apartment Buitenhaven,5211 TP Den Bosch (Binnenstad-Centrum),"1,995",90,3,22.2
Apartment Schiedamseweg,3025 AL Rotterdam (Bospolder),"1,195",52,4,23.0
Apartment Aidadreef,3561 GE Utrecht (Wolga- en Donaudreef en omgeving),"1,300",92,3,14.1
Apartment Vondelweg,3031 PS Rotterdam (Rubroek),"1,450",70,3,20.7
Apartment Stationsstraat,7311 NV Apeldoorn (De Haven),"1,050",70,3,15.0
Apartment Hartingstraat 16 A,3511 HV Utrecht (Hooch Boulandt),"1,195",52,2,23.0
Apartment Boomhazelaaroord,1112 EA Diemen (Bomenrijk),"2,000",101,4,19.8
Apartment Uiterwaardenstraat 61 hs,1079 BS Amsterdam (Rijnbuurt),"1,750",60,3,29.2
Apartment Hugo de Grootstraat,2613 VB Delft (Olofsbuurt),"1,300",40,2,32.5
Apartment Windestraat,1171 KB Badhoevedorp (Badhoevedorp Antoniushoeve),"1,900",100,4,19.0
Apartment Laurens Reaellaan 40 I,2024 BH Haarlem (De Krim),"1,600",86,3,18.6
Apartment Katendrechtse Lagedijk,3083 GD Rotterdam (Carnisse),"1,105",80,4,13.8
Apartment Kelloggplaats,3068 JG Rotterdam (Ommoord),"1,075",99,4,10.9
Apartment Warmoesstraat,1012 HX Amsterdam (Burgwallen-Oude Zijde),"2,100",56,2,37.5
Apartment Cordell Hullplaats,3068 VA Rotterdam (Ommoord),"1,100",87,3,12.6
Apartment Stadionweg 162 A,1077 TB Amsterdam (Apollobuurt),"3,000",125,4,24.0
House Lindenkruishof 9,6211 XD Maastricht (Statenkwartier),"1,425",130,4,11.0
Apartment Admiraal De Ruijterweg,1055 MP Amsterdam (Landlust),"3,250",139,5,23.4
Apartment Sonoystraat,3039 ZR Rotterdam (Blijdorp),"1,775",102,3,17.4
Apartment Bowierstraat,5213 XG Den Bosch (Aawijk-Noord),"1,195",80,3,14.9
Apartment Zangvogelweg,3815 DB Amersfoort (Watervogelbuurt),"1,350",75,3,18.0
Apartment Walenburgerweg,3033 AG Rotterdam (Provenierswijk),"1,200",58,2,20.7
Apartment Zeeburgerkade 462,1019 HP Amsterdam (Oostelijk Havengebied),"1,600",85,3,18.8
House Tweeschaar,4854 LW Bavel (Bavel),"1,490",139,4,10.7
Apartment Malakkastraat 62,2585 SR Den Haag (Archipelbuurt),"1,600",72,3,22.2
House Ridderstraat 3,6371 AL Landgraaf (Lichtenberg),"1,195",124,5,9.6
Apartment Spinhuispad 25,3111 PX Schiedam (Brandersbuurt),"1,545",84,4,18.4
Apartment Ganeshastraat 31,1363 XA Almere (Homeruskwartier),"1,160",61,2,19.0
Apartment Jacob van Lennepkade 404 1,1053 NN Amsterdam (Van Lennepbuurt),"1,750",48,1,36.5
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
Apartment Jan Pieter Heijestraat 172 1,1054 ML Amsterdam (Overtoomse Sluis),"2,450",110,4,22.3
Apartment Pleinweg,3083 EL Rotterdam (Carnisse),"1,295",90,4,14.4
Apartment Kruizemuntstraat,3083 TZ Rotterdam (Carnisse),895,52,3,17.2
Apartment Oudezijds Voorburgwal 19 3,1012 EH Amsterdam (Burgwallen-Oude Zijde),"2,000",100,3,20.0
Apartment Valkenburgerstraat 184 3,1011 NB Amsterdam (Nieuwmarkt/Lastage),"1,850",125,4,14.8
Apartment Pythagorasstraat,1098 EZ Amsterdam (Middenmeer),"4,350",124,5,35.1
Apartment Berlagestraat 84,3555 CW Utrecht (Prins Bernhardplein en omgeving),915,35,2,26.1
Apartment Elckerlijcstraat 35,1055 AK Amsterdam (Erasmuspark),"2,850",123,5,23.2
Apartment Amsteldijk 58 F,1074 HX Amsterdam (Nieuwe Pijp),"5,000",138,5,36.2
Apartment Piet Smitkade,3077 MJ Rotterdam (Oud IJsselmonde),"1,175",78,3,15.1
Apartment Statenweg,3039 HL Rotterdam (Blijdorp),"1,500",169,6,8.9
Apartment Stadionweg 162,1077 TB Amsterdam (Apollobuurt),"2,750",125,3,22.0
Apartment Amsterdamsestraatweg,1411 AX Naarden (Valkeveen),"1,400",80,2,17.5
House Burgemeester Vermeulenstraat,4813 PR Breda (Princenhage),"1,950",128,5,15.2
House Generaal Marshallweg,5623 HD Eindhoven (Generalenbuurt),"1,650",100,5,16.5
Apartment Drievogelstraat,6466 GL Kerkrade (Spekholzerheide),610,45,3,13.6
Apartment Geitstraat,6413 EP Heerlen (Heerlerheide Kom),750,83,3,9.0
Apartment Horstveld,6093 DJ Heythuysen (Kern Heythuysen),725,57,3,12.7
House Annette Versluys-Poelmanstraat 1,3207 SJ Spijkenisse (Maaswijk-Zuidwest),"1,895",110,3,17.2
Apartment Nobelstraat 22 A,2513 BD Den Haag (Kortenbos),"1,050",37,2,28.4
Apartment Lange Poten 19 5,2511 CM Den Haag (Uilebomen),"1,350",70,3,19.3
Apartment Jacob Catsstraat,2515 GB Den Haag (Schildersbuurt-Noord),"1,950",90,1,21.7
Apartment Aart van der Leeuwkade 53,2274 LA Voorburg (Voorburg Midden midden),"1,200",80,3,15.0
Apartment Thorbeckestraat,6828 TX Arnhem (Statenkwartier),900,69,3,13.0
Apartment Van Beuningenplein 178,1051 XA Amsterdam (Staatsliedenbuurt),"2,600",87,3,29.9
Apartment Stadsring,3811 HM Amersfoort (Smallepad e.o.),"1,250",86,3,14.5
Apartment Dirigentenlaan,5049 EA Tilburg (Stokhasselt Oost),735,75,2,9.8
Apartment Rolandseck 60,6865 AC Doorwerth (Doorwerth Zuid),580,50,2,11.6
Room Eerste Oude Heselaan 144 1.2,6541 PD Nijmegen (Biezen),550,20,1,27.5
Apartment Vijfhagen,4812 XT Breda (Tuinzigt),"1,150",64,2,18.0
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Frederiksplein 26 A,1017 XN Amsterdam (De Weteringschans),"3,450",140,3,24.6
Apartment Van Houtenlaan,9722 GT Groningen (Helpman),Price ,75 m²,3,#VALUE!
House Lodewijk van Nassaustraat,5923 BD Venlo (gazenkamp),"1,200",118,4,10.2
House Stenenwal 25,6221 GA Maastricht (Wyck),"2,100",122,7,17.2
Apartment Doggerstraat,3028 HN Rotterdam (Oud Mathenesse),"1,295",51,2,25.4
Apartment Verlengde Kazernestraat 77,7417 ZA Deventer (Hoornwerk),495,20,1,24.8
Apartment De Clercqstraat 75 III,1053 AE Amsterdam (Da Costabuurt),"2,200",59,4,37.3
Apartment Burgemeester Jansenlaan,3331 HH Zwijndrecht (Hoveniersplein - Griend),"1,350",66,3,20.5
House Matthijssenhoutweg 2,1261 CL Blaricum (Blaricum-Dorp),"4,500",289,7,15.6
House Hazenburg 25,4416 HH Kruiningen (Kruiningen - Kruseveer),"1,195",120,5,10.0
Apartment Sint Annadal 20 B,6214 PB Maastricht (Mariaberg),"1,000",90,4,11.1
Apartment Weert 91,6241 GS Bunde (Weert),760,63,3,12.1
Apartment Fleerde 7,"1102 AV Amsterdam (Bijlmer Centrum (D,F,H))","1,600",100,3,16.0
Apartment Vinckenhofstraat,5913 EG Venlo (Rijnbeek),995,90,3,11.1
Apartment Goudvinklaan,3722 VE Bilthoven (Bilthoven Centrum),"1,550",88,4,17.6
Apartment Keizersgracht,1017 DK Amsterdam (Grachtengordel-Zuid),"2,500",97,3,25.8
Apartment Badhoevelaan,1171 DD Badhoevedorp (Badhoevedorp Centrum),"1,400",50,3,28.0
House Herengracht,1016 BC Amsterdam (Grachtengordel-West),"4,200",148,5,28.4
House Dijkschrijversland,5311 GV Gameren (Gameren),"1,100",120,4,9.2
Apartment Neherkade,2521 RG Den Haag (Laakhaven-Oost),"1,500",79,4,19.0
Apartment Brouwersweg 9 B,6214 PE Maastricht (Mariaberg),925,30,2,30.8
Apartment Tesselschadelaan,1399 KV Muiderberg (Buitendijken Muiderberg),"1,500",60,3,25.0
Apartment Discusstraat,1076 VK Amsterdam (Stadionbuurt),"2,150",75,1,28.7
Apartment Tweede Oosterparkstraat,1091 JE Amsterdam (Oosterparkbuurt),"2,750",110,4,25.0
Apartment J.F. van Hengelstraat,1019 TB Amsterdam (Oostelijk Havengebied),"2,150",90,3,23.9
Apartment Paradijslaan,5611 KR Eindhoven (Bergen),"1,575",65,3,24.2
House Bevrijdingstraat,5502 EK Veldhoven (Zeelst),"1,575",78,4,20.2
Apartment Oranjestraat 8 C,2514 JB Den Haag (Voorhout),"1,500",55,2,27.3
Apartment Eerste Sweelinckstraat 10,1073 CM Amsterdam (Oude Pijp),"2,450",115,3,21.3
Studio Heerderdwarsstraat 45 A07,6224 LS Maastricht (Wyckerpoort),800,25,1,32.0
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"1,800",77,3,23.4
Apartment Wisselstraat 30,3551 WG Utrecht (2e Daalsebuurt en omgeving),"1,650",48,2,34.4
Apartment Stadionweg,1077 TB Amsterdam (Apollobuurt),"2,750",116,4,23.7
Apartment Mr. G. Groen van Prinstererlaan,1181 TV Amstelveen (Stadshart),"1,700",65,4,26.2
Apartment Bram van Veldestraat,2382 BB Zoeterwoude (Hoge Rijndijk Noord),"1,850",103,3,18.0
Apartment Hudsonstraat,1057 SC Amsterdam (Hoofdweg e.o.),"1,950",70,3,27.9
House Spaarnekade,2064 SB Spaarndam (Spaarndam),"2,250",133,3,16.9
Apartment Nijenburg 88,1081 GG Amsterdam (Buitenveldert-West),"2,100",80,4,26.3
Apartment Breedstraat,1811 HE Alkmaar (Binnenstad-West),"1,050",47,2,22.3
Apartment Biesboschstraat,1078 ML Amsterdam (Scheldebuurt),"1,495",55,3,27.2
Apartment Willem van Hillegaersbergstraat,3051 RA Rotterdam (Hillegersberg Zuid),"1,150",75,3,15.3
Apartment Kromme Elleboogsteeg,2011 TS Haarlem (Binnenstad),"1,000",55,1,18.2
